Name,DayofWeek,Open,Close,breakOpen,breakClose
Shifa Medical Clinic ,Friday,9:00,20:00,,
Shifa Medical Clinic ,Saturday,9:00,15:00,,
Shifa Medical Clinic ,Sunday,,,,
Shifa Medical Clinic ,Holiday,10:00,14:00,,
Stony Plain Medical,Monday,9:00,17:00,,
Stony Plain Medical,Tuesday,9:00,17:00,,
Stony Plain Medical,Wednesday,9:00,17:00,,
Stony Plain Medical,Thursday,9:00,17:00,,
Stony Plain Medical,Friday,9:00,17:00,,
Stony Plain Medical,Saturday,11:00,16:00,,
Stony Plain Medical,Sunday,,,,
Stony Plain Medical,Holiday,,,,
TLC Family Medical Clinic,Monday,9:30,18:00,,
TLC Family Medical Clinic,Tuesday,9:30,18:00,,
TLC Family Medical Clinic,Wednesday,9:30,18:00,,
TLC Family Medical Clinic,Thursday,9:30,18:00,,
TLC Family Medical Clinic,Friday,9:30,18:00,13:00,15:00
TLC Family Medical Clinic,Saturday,,,,
TLC Family Medical Clinic,Sunday,,,,
TLC Family Medical Clinic,Holiday,,,,
West End Medical Clinic,Monday,9:00,21:00,,
West End Medical Clinic,Tuesday,9:00,21:00,,
West End Medical Clinic,Wednesday,9:00,21:00,,
West End Medical Clinic,Thursday,9:00,21:00,,
West End Medical Clinic,Friday,9:00,21:00,,
West End Medical Clinic,Saturday,9:00,18:00,,
West End Medical Clinic,Sunday,9:00,18:00,,
West End Medical Clinic,Holiday,9:00,18:00,,
West Gate,Monday,9:00,17:00,,
West Gate,Tuesday,9:00,17:00,,
West Gate,Wednesday,9:00,17:00,,
West Gate,Thursday,9:00,17:00,,
West Gate,Friday,9:00,17:00,,
West Gate,Saturday,10:00,16:00,,
West Gate,Sunday,,,,
West Gate,Holiday,,,,
Westmount Medical Clinic,Monday,9:00,19:00,,
Westmount Medical Clinic,Tuesday,9:00,19:00,,
Westmount Medical Clinic,Wednesday,9:00,19:00,,
Westmount Medical Clinic,Thursday,9:00,19:00,,
Westmount Medical Clinic,Friday,9:00,19:00,,
Westmount Medical Clinic,Saturday,10:00,18:00,,
Westmount Medical Clinic,Sunday,,,,
Westmount Medical Clinic,Holiday,,,,
